模块,位置描述,涉及版本,zh-CN 简体中文（中国大陆）,zh-TW 繁体中文（中国台湾）,en-US 英文（美国）,vi-VN 越南语（越南）,ar-SA 阿拉伯语（沙特阿拉伯）,es-ES 西班牙语（西班牙）,pt-BR 葡萄牙语（巴西）,fr-FR 法语（法国）,ja-JP 日语（日本）,ko-KR 韩语（韩国）,ur-PK 乌尔都语（巴基斯坦）,id-ID 印尼语（印度尼西亚）,hi-IN 印地语（印度）,ru-RU 俄语（俄罗斯）,tr-TR 土耳其语（土耳其）,使用场景/注意事项
任务/积分/福利,邀请页面里程碑 - 注册人数,,注册人数,註冊人數,Registrations,Số đăng ký,التسجيلات,Registros,Cadastros,Inscriptions,登録数,가입 수,رجسٹریشنز,Pendaftaran,पंजीकरण,Регистрации,Kayıtlar,邀请奖励页文案，需与后台配置积分、注册/合格用户口径及多语言宽度一致
任务/积分/福利,限时任务上线弹窗 - 标题,V1.6,限时任务上线,限時任務上線,Limited-Time Tasks Launched,Nhiệm vụ giới hạn thời gian đã ra mắt,تم إطلاق المهام محدودة الوقت,Tareas por tiempo limitado lanzadas,Tarefas por tempo limitado lançadas,Tâches à durée limitée lancées,期間限定タスク開始,한정 미션 오픈,محدود وقت کے ٹاسکس لانچ,Tugas terbatas waktu diluncurkan,सीमित समय के टास्क लॉन्च,Запущены задачи с ограниченным сроком,Süre sınırlı görevler başladı,多场景：任务/积分/福利 · 限时任务上线弹窗 - 标题；任务/积分/福利 · 首页弹窗 - 限时任务上线｜限时任务上线引导弹窗文案，需与首页/PC 引导卡入口及跳转福利中心限时任务一致
任务/积分/福利,限时任务上线弹窗 - 稍后再说,,稍后再说,稍後再說,Come Back Later,Để sau,عد لاحقًا,Volver más tarde,Voltar mais tarde,Revenir plus tard,あとで,나중에,بعد میں آئیں,Kembali nanti,बाद में आएँ,Зайти позже,Sonra gel,限时任务上线引导弹窗文案，需与首页/PC 引导卡入口及跳转福利中心限时任务一致
任务/积分/福利,限时任务上线弹窗 - 立即前往,V1.6,立即前往,立即前往,Go Now,Đi ngay,اذهب الآن,Ir ahora,Ir agora,Y aller maintenant,今すぐ行く,지금 이동,ابھی جائیں,Pergi sekarang,अभी जाएँ,Перейти сейчас,Şimdi git,多场景：任务/积分/福利 · 限时任务上线弹窗 - 立即前往；任务/积分/福利 · 首页活动弹窗 - 立即前往｜限时任务上线引导弹窗文案，需与首页/PC 引导卡入口及跳转福利中心限时任务一致
任务/积分/福利,首页活动弹窗 - 活动进行中,V1.6,活动进行中,活動進行中,Event Ongoing,Sự kiện đang diễn ra,الفعالية جارية,Evento en curso,Evento em andamento,Événement en cours,イベント開催中,이벤트 진행 중,ایونٹ جاری ہے,Acara Berlangsung,इवेंट जारी,Событие идёт,Etkinlik Devam Ediyor,V1.6 首页弹窗
任务/积分/福利,首页活动弹窗 - 展会嘉年华,V1.6,展会嘉年华进行中,展會嘉年華進行中,Expo Carnival Live,Lễ hội Expo đang diễn ra,كرنفال المعرض مباشر,Carnaval Expo en vivo,Carnaval da Expo ao vivo,Carnaval Expo en direct,エキスポ・カーニバル開催中,엑스포 카니발 진행 중,ایکسپو کارنیول لائیو,Karnaval Expo Berlangsung,एक्सपो कार्निवल लाइव,Карнавал Expo идёт,Expo Karnavalı Canlı,V1.6 首页弹窗标题
任务/积分/福利,首页活动弹窗 - 说明文案,V1.6,周赛、福袋与邀请奖励进行中。前往活动中心参与。,週賽、福袋與邀請獎勵進行中。前往活動中心參與。,"Weekly Contest, Lucky Bags & Invitation Rewards Live. Go to Event Center to join.","Cuộc thi tuần, túi may mắn & thưởng mời đang diễn ra. Vào Trung tâm Sự kiện để tham gia.",المسابقة الأسبوعية وحقائب الحظ ومكافآت الدعوة جارية. انتقل إلى مركز الفعاليات للمشاركة.,"Concurso semanal, bolsas de la suerte y recompensas por invitación en curso. Ve al Centro de eventos para unirte.","Contest semanal, Lucky Bags e recompensas de convite ao vivo. Vá ao Centro de Eventos para participar.","Concours hebdo, lucky bags et récompenses d'invitation en cours. Rendez-vous au Centre d'événements.",週間コンテスト、福袋、招待報酬開催中。イベントセンターへ参加しましょう。,"주간 대회, 럭키백, 초대 보상이 진행 중입니다. 이벤트 센터에서 참여하세요.",ہفتہ وار مقابلہ، لکی بیگز اور دعوت انعامات جاری ہیں۔ شامل ہونے کے لیے ایونٹ سینٹر جائیں۔,"Kontes mingguan, Lucky Bag & hadiah undangan sedang berlangsung. Buka Pusat Acara untuk bergabung.","साप्ताहिक प्रतियोगिता, लकी बैग और आमंत्रण रिवॉर्ड लाइव हैं। शामिल होने के लिए इवेंट सेंटर जाएँ।","Идут еженедельный конкурс, луки-бэги и награды за приглашения. Перейдите в Центр событий.","Haftalık yarışma, şans torbaları ve davet ödülleri devam ediyor. Katılmak için Etkinlik Merkezi'ne gidin.",V1.6 首页弹窗正文
任务/积分/福利,首页活动弹窗 - 今日不再弹出,V1.6,今日不再弹出,今日不再彈出,Do not pop up again today,Không hiện lại hôm nay,لا تظهر مرة أخرى اليوم,No volver a mostrar hoy,Não mostrar novamente hoje,Ne plus afficher aujourd'hui,今日は再表示しない,오늘은 다시 표시하지 않음,آج دوبارہ نہ دکھائیں,Jangan tampilkan lagi hari ini,आज फिर न दिखाएँ,Не показывать сегодня снова,Bugün tekrar gösterme,V1.6 首页弹窗频控
任务/积分/福利,活动奖励页 - 累计 U,V1.6,累计 U,累計 U,Cumulative U,Tổng U,إجمالي U,U acumulado,U acumulado,U cumulé,累計 U,누적 U,مجموعی U,U Kumulatif,संचयी U,Суммарно U,Kümülatif U,V1.6 活动奖励汇总
任务/积分/福利,活动奖励页 - U 奖励,V1.6,U 奖励,U 獎勵,U Rewards,Phần thưởng U,مكافآت U,Recompensas U,Recompensas U,Récompenses U,U 報酬,U 보상,U انعامات,Hadiah U,U रिवॉर्ड,Награды U,U Ödülleri,V1.6 活动奖励类型
任务/积分/福利,活动奖励 - 直播间福袋 U 奖励,V1.6,直播间福袋 · U 奖励,直播間福袋 · U 獎勵,Live Room Lucky Bag · U Rewards,Túi may mắn phòng live · Thưởng U,حقيبة حظ غرفة البث · مكافآت U,Bolsa de la suerte de la sala · Recompensas U,Lucky Bag da sala ao vivo · Recompensas U,Lucky bag du live · Récompenses U,配信ルーム福袋 · U 報酬,라이브룸 럭키백 · U 보상,لائیو روم لکی بیگ · U انعامات,Lucky Bag Ruang Live · Hadiah U,लाइव रूम लकी बैग · U रिवॉर्ड,Луки-бэг эфира · Награды U,Canlı Oda Şans Torbası · U Ödülleri,V1.6 活动奖励类型标题
任务/积分/福利,活动奖励 - 待填收款地址标题,V1.6,XXX直播间・待填写收款地址,XXX直播間・待填寫收款地址,XXX Live Room · Pending Receiving Address,Phòng live XXX · Chờ địa chỉ nhận,غرفة البث XXX · بانتظار عنوان الاستلام,Sala XXX · Dirección de recepción pendiente,Sala XXX · Endereço de recebimento pendente,Salle XXX · Adresse de réception en attente,XXX配信ルーム・受取住所の入力待ち,XXX 라이브룸 · 수령 주소 대기,XXX لائیو روم · وصول ایڈریس زیر التوا,Ruang Live XXX · Alamat terima tertunda,XXX लाइव रूम · प्राप्त पता लंबित,Эфир XXX · Ожидается адрес получения,XXX Canlı Oda · Alıcı adres bekleniyor,V1.6；XXX 为后台数据，勿译
任务/积分/福利,活动奖励状态 - 待提交地址,V1.6,待提交收款地址,待提交收款地址,Awaiting Address Submission,Chờ gửi địa chỉ,بانتظار إرسال العنوان,Pendiente de enviar dirección,Aguardando envio do endereço,En attente de l'adresse,住所の提出待ち,주소 제출 대기,ایڈریس جمع کرانے کا انتظار,Menunggu Pengiriman Alamat,पता जमा करने की प्रतीक्षा,Ожидается отправка адреса,Adres Gönderimi Bekleniyor,V1.6 U 中奖状态
任务/积分/福利,活动奖励 - 填写,V1.6,填写,填寫,Fill In,Điền,تعبئة,Completar,Preencher,Remplir,入力,입력,بھریں,Isi,भरें,Заполнить,Doldur,V1.6 填写收款地址
任务/积分/福利,活动奖励 - 中奖已存地址说明,V1.6,你在 XXX直播间 中得福袋；已保存收款地址：XXX,你在 XXX直播間 中得福袋；已儲存收款地址：XXX,You won a lucky bag in XXX Live Room; Saved receiving address: XXX,Bạn trúng túi may mắn tại phòng live XXX; Đã lưu địa chỉ nhận: XXX,لقد فزت بحقيبة حظ في غرفة البث XXX؛ تم حفظ عنوان الاستلام: XXX,Ganaste una bolsa de la suerte en la sala XXX; Dirección de recepción guardada: XXX,Você ganhou um lucky bag na sala XXX; Endereço de recebimento salvo: XXX,Vous avez gagné un lucky bag dans la salle XXX ; Adresse de réception enregistrée : XXX,XXX配信ルームの福袋に当選しました。保存済み受取住所：XXX,XXX 라이브룸 럭키백에 당첨되었습니다. 저장된 수령 주소: XXX,آپ نے XXX لائیو روم میں لکی بیگ جیتا؛ محفوظ وصول ایڈریس: XXX,Anda memenangkan lucky bag di Ruang Live XXX; Alamat terima tersimpan: XXX,आपने XXX लाइव रूम में लकी बैग जीता; सहेजा गया प्राप्त पता: XXX,Вы выиграли луки-бэг в эфире XXX; Сохранённый адрес получения: XXX,XXX Canlı Oda'da şans torbası kazandınız; Kayıtlı alıcı adres: XXX,V1.6；XXX 为后台数据，勿译
任务/积分/福利,活动奖励状态 - 待发放,V1.6,待发放,待發放,Pending Payout,Chờ chi trả,بانتظار الصرف,Pago pendiente,Pagamento pendente,Paiement en attente,支払待ち,지급 대기,ادائیگی زیر التوا,Menunggu Pembayaran,भुगतान लंबित,Ожидает выплаты,Ödeme Bekleniyor,V1.6 U 中奖状态
任务/积分/福利,活动奖励 - 查看地址,V1.6,查看地址,查看地址,View Address,Xem địa chỉ,عرض العنوان,Ver dirección,Ver endereço,Voir l'adresse,住所を表示,주소 보기,ایڈریس دیکھیں,Lihat Alamat,पता देखें,Посмотреть адрес,Adresi Gör,V1.6 活动奖励操作
任务/积分/福利,活动奖励状态 - 已发放,V1.6,已发放,已發放,Paid Out,Đã chi trả,تم الصرف,Pagado,Pago,Versé,支払済み,지급 완료,ادا کر دیا گیا,Sudah Dibayar,भुगतान हो चुका,Выплачено,Ödendi,V1.6 U 中奖状态
